words,counts
britain,17
existence,522
ravens,12
treasure,272
raven,15
society,281
pulling,67
strings,33
british,38
government,343
evaded,17
lupins,35
grasp,94
nearly,112
10,275
clues,53
proves,121
difficult,266
pursued,49
interpols,12
inspector,45
kouichi,42
zenigata,24
mi6,16
scotland,16
yard,12
britains,15
finest,58
consulting,14
sherlock,26
holmes,32
score,28
gentleman,25
thiefwritten,12
shorts,333
holostars,1
vtubers,11
wan,38
sheng,18
jie,30
author,90
shin,76
karino,4
greeted,95
fouryearold,8
kotarou,23
satou,78
nextdoor,7
neighbor,51
gifts,42
tissues,14
karinos,4
odd,164
speaks,29
extremely,101
formal,6
manner,65
alone,340
apartmentno,4
relatives,39
rely,106
peoplefeeling,4
sympathetic,18
kotarous,6
case,207
something,508
happen,116
karinoalong,4
residents,171
complexgrows,4
fond,44
akin,6
neighborswritten,4
natra,2
ill,54
son,495
prince,190
wein,2
salema,2
arbalest,2
capable,298
wise,12
candidate,44
regent,2
say,64
sell,16
highest,81
biddersince,2
wields,27
authority,63
throne,82
auctioning,2
country,304
using,687
profits,4
retire,43
comfort,48
raise,67
value,42
maximize,5
gains,61
whether,257
weins,2
succeed,70
wit,40
surpasses,7
expectationsmuch,2
benefit,22
gourmet,46
guildyuuki,4
kokkoro,8
pecorine,8
karylcontinue,4
scour,4
pursuit,162
progress,97
mysteries,451
yuukis,8
karyls,4
allegiance,23
pecorines,4
heritage,8
togetherseemingly,4
forming,56
truth,478
worlds,409
very,688
foundation,68
tsukasa,39
jinguuji,6
incredible,84
women,127
looks,223
hinata,178
tachibana,97
none,114
overshadowed,11
jinguujis,6
shown,136
desperate,189
polar,59
differences,139
thirties,6
salarymen,7
mixer,11
usual,180
drunken,22
rambles,6
irresistible,11
heavens,81
listening,81
goddess,134
transporting,24
simultaneously,48
granting,41
tachibanas,6
desiretachibananow,6
impossibly,13
womanhas,6
attractive,44
captivated,40
moreover,89
stunning,58
understanding,63
popularity,114
risk,61
remaining,163
prisoners,19
infatuations,6
forever,143
graduating,40
mai,28
kawais,6
priority,12
stable,8
income,10
avoid,120
turning,194
civil,69
service,80
exams,35
faced,212
harsh,131
institute,59
denied,14
entry,112
accepted,81
police,253
reluctantly,89
joinedeven,6
actual,46
officer,74
cruel,93
profession,31
unexpectedly,155
constant,151
criticism,15
disgruntled,6
disheartened,11
hostile,105
treatment,48
submit,9
letter,119
resignation,12
employmentbut,6
chooses,62
seiko,6
fujithe,6
ace,204
affairs,54
division,110
assigned,136
instructor,34
coworker,10
enchanting,6
delays,6
uninspiring,6
chancewritten,6
motion,78
graphic,8
spinoff,92
interpretation,8
occurred,40
conjunction,4
posted,118
page,20
weekly,39
basis,18
coincided,2
debut,149
later,946
sets,591
picture,246
dramas,22
arifureta,12
wiki,206
suna,5
manu,4
desert,33
sugar,19
sandsource,7
introductory,4
drama,174
webexclusive,19
mahoutsukai,17
reimeiki,5
twitterincludes,2
extra,103
collaboration,275
hanyou,22
yashahime,22
sengoku,96
otogizoushi,22
outside,307
agastia,3
specializing,55
entertainment,204
wellknown,103
park,139
operates,7
beneath,90
exterior,3
lies,235
monumental,14
advanced,124
domination,22
nature,334
company,400
boasts,7
enticements,3
worthwhile,7
put,451
akashic,5
recently,150
frontrunner,8
reaching,71
groups,176
common,155
goalworking,3
agastias,3
development,159
touka,14
kuroitsu,3
researcher,26
primarily,35
fieldwork,3
seniors,48
kuroitsus,3
include,87
giving,189
abrupt,24
presentations,3
proposals,3
ridiculous,56
expectations,67
designs,66
accompanying,17
said,221
inevitable,53
enemies,393
nevertheless,71
promotion,51
desires,153
tooru,57
toba,3
tensai,7
ouji,11
akaji,2
kokka,2
saisei,14
jutsu,2
minianime,1
mobile,286
rhythm,50
sekai,51
unveiled,21
pakatube,3
channels,32
paka,3
vol14,3
1st,56
anniversary,177
stream,31
uma,8
musume,13
pretty,116
derby,8
starring,23
kitasan,3
satono,3
diamondthe,3
entrance,88
tracen,3
spring,209
unaware,140
dream,622
aspirations,21
clean,63
slate,10
diamond,67
attempts,293
gi,3
fulfill,295
longcherished,3
knows,337
race,402
hearts,145
full,536
hopesource,3
shamans,20
extraordinary,176
individuals,148
communicate,80
spirits,283
gods,300
invisible,58
shaman,24
fighta,20
pitting,20
otheris,20
held,193
winner,82
crowned,59
title,500
allows,150
incumbent,20
call,239
shape,62
fitfinding,20
manta,24
oyamada,20
shortcut,25
local,292
cemetery,34
lone,78
sitting,54
gravestone,20
invites,183
stargaze,20
realizing,97
refers,39
ghostly,46
terror,70
asakura,30
shamanintraining,20
demonstrates,30
teaming,52
sixhundredyearold,20
samurai,143
amidamaru,20
thugs,82
befriends,185
yous,20
becoming,669
kingwritten,81
attempt,399
survival,178
yu,75
renjie,1
ordered,53
enter,248
heros,15
recruits,73
distinguished,6
upright,1
disciples,25
certificate,9
legitimacy,7
clanthis,1
cultist,1
exposed,32
righteous,19
knights,246
kill,172
spot,122
shocked,76
information,170
leakedin,1
choice,228
womens,10
campus,23
unfoldsource,3
comics,27
4episode,4
webseries,4
exclusively,29
amazon,55
prime,99
celebrate,99
nintendo,54
switch,56
legends,107
arceus,4
aharensan,4
hakarenai,4
waccha,3
primagi,9
14,57
akachan,6
honbuchou,6
ore,43
tsushima,5
na,70
mo,37
naki,3
nezumi,2
asmik,2
channelssource,2
anilist,70
liveaction,35
mer,6
hashiru,2
kinkyuukyuumeishitsu,2
medical,77
got,136
commemorate,36
announcement,47
animalssource,2
specials,372
uploaded,29
2choumeincludes,1
pop,99
team,1169
epic,70
creator,36
bkub,3
okawas,3
ensembukubu,3
stars,284
fourpanel,4
screen,24
ensemble,38
change,586
superdeformed,29
account,53
2014,75
23,34
old,778
mafuneko,2
minted,2
assistant,129
joins,298
production,155
department,105
hajikko,2
discover,512
glamorous,31
glitzy,2
behindthescenes,23
involves,38
inexplicable,56
gathering,72
300,49
acorns,2
mosaic,2
images,11
reflected,3
camera,18
lens,11
surrounded,283
chaos,318
setbacks,11
weirdos,2
fullyfledged,7
producersource,2
ryuuguu,68
produced,155
masterpiece,73
meisaku,68
matsuda,78
enrolled,104
crazy,300
sweets,119
energetic,174
idiot,75
musubi,68
rice,91
ball,239
angry,91
onigiri,70
nokio,68
narcissistic,102
bolt,74
whos,106
clearly,76
faster,88
rabbit,157
splendid,68
charactersource,72
network,165
purehearted,10
zhang,33
meili,2
transferred,74
huaxia,8
global,144
universal,119
rich,85
handsome,103
boys,362
gentle,65
bossy,6
princes,53
taste,98
betrayal,64
kind,348
deal,297
unfoldedsource,2
depict,60
vehicles,17
island,402
carkun,15
delivery,77
worker,94
deliveries,21
traffic,45
rules,186
stopped,67
meddling,30
sabibi,15
ofonmyouji,4
monogatari,38
severe,72
scolding,4
15yearold,41
jasmine,1
rushes,81
storm,132
hits,55
lightning,36
strikes,93
renders,5
unconscious,37
hospital,66
opens,149
dogeared,1
longjing,1
whats,65
possesses,215
fluffy,116
earsfiguring,1
amnesia,31
tea,62
continent,144
explore,285
rpgstyled,1
apparent,57
destiny,148
tong,5
qi,32
indoctrinated,2
otaku,149
culture,125
regarded,61
yang,53
wei,74
pure,206
threedimensional,2
sunshine,34
heard,71
word,81
fujoshi,16
mouth,28
idolsource,2
panzer,26
saishuushou,8
3,255
dvd,346
bang,57
blend,31
fails,117
seat,38
beside,23
schools,439
madonnashouko,4
peers,137
recognize,73
someone,331
eliminate,134
sit,47
classgorgeous,4
graceful,21
hair,44
universally,4
adored,26
persona,224
crippling,17
anxiety,49
communication,17
disorder,24
prevents,18
wholeheartedly,25
socializing,4
classmateswhen,4
classroom,52
chain,75
interact,102
writing,40
blackboard,4
oneway,9
conversation,32
person,445
realize,385
properly,41
picks,60
chalk,4
write,56
discovers,615
komis,4
lend,23
hand,312
thus,418
firstever,4
friendwritten,4
selfstyled,5
pessimist,5
tamahiko,5
shima,43
mountains,118
chiba,27
car,136
accident,223
took,194
mothers,133
deemed,36
exile,7
idle,13
reading,38
sleepless,5
nights,28
irrepressible,5
angst,12
shimas,10
pride,54
disgrace,5
resigned,16
dutystay,5
sufferinghowever,5
snowy,45
tamahikos,5
insomnia,14
interrupted,107
knocking,19
door,144
14yearold,64
yuzuki,27
announces,56
remembers,93
promising,103
send,41
bride,45
impediments,5
lifealthough,5
sold,38
repay,33
debts,8
thoughtful,11
diligent,59
dedicated,77
worldweary,5
teenager,180
insensitive,5
breeze,9
kindness,62
monotonous,58
existencewritten,17
shadow,189
dealt,15
ling,75
wangs,6
threat,500
gokushufudou,3
yotsuyas,4
fixates,4
phoneshe,4
ignores,10
dreadful,15
horrific,84
uttering,4
me,55
enjoyed,15
unassuming,33
latenight,12
horror,116
walking,56
freely,31
among,431
humanscourageously,4
bold,16
decision,124
condition,91
acknowledge,34
horrid,12
pretends,16
exist,212
disturb,7
lovely,30
hana,72
yurikawa,4
annoyances,4
crisiseven,4
tears,77
trading,58
saleswoman,5
futaba,33
managed,110
respectable,16
guidance,69
coworkerharumi,5
takeda,25
igarashis,5
stature,44
teases,9
treats,15
annoyed,11
anticsdespite,5
notices,113
takedas,5
reliability,5
whenever,133
workplace,27
awry,47
officewritten,5
lu,33
shu,30
regular,113
metahuman,4
experiencing,218
embarks,212
hone,40
peculiar,234
abilities,375
charismatic,59
xiaoyu,4
theyll,26
supernatural,378
obstacles,130
oust,11
neverending,62
list,32
rivals,183
opponentssource,4
webnovel,7
brothers,234
lucifer,26
mammon,9
leviathan,35
satan,24
asmodeus,9
beelzebub,14
belphegor,9
devildom,9
diavolo,6
rad,6
avatars,63
seven,450
deadly,228
sins,77
behaviors,9
tend,18
extreme,57
belie,6
status,102
fearsome,36
reputations,6
viewed,16
lovableand,6
laughablethan,6
universes,10
attend,221
kaginado,2
creation,70
attributed,6
miracle,88
trying,365
lead,399
clash,82
personalities,155
beg,22
questions,103
complexes,6
brought,421
themryou,2
fujibayashi,2
feels,156
dictated,6
judged,5
expressing,9
jealousy,23
yukito,2
kunisaki,2
neglected,10
continuing,125
wander,71
unemployed,27
penniless,6
ayu,2
tsukimiya,6
untimely,28
situationsall,2
crashing,23
surroundings,43
wall,137
itwritten,23
aggressive,52
retsuko,46
jahy,3
defeated,231
combating,18
starvation,3
ac,3
unavoidable,6
weakness,13
childsized,3
jahypreviously,3
realmis,3
werent,10
destruction,246
mana,85
crystal,76
used,362
luxury,25
moment,198
brawling,6
landlady,14
recurring,18
stay,331
eat,60
parttime,98
immense,78
allow,152
poor,100
vowing,71
reinstate,3
glory,315
reassemble,3
crystalwritten,3
6,95
vampires,75
weaknesses,64
balance,179
vampire,144
draluc,5
weak,105
anythingthe,5
hunter,200
ronald,5
infiltrate,26
socalled,69
invincible,12
progenitor,5
rescue,292
womans,27
arriving,101
dumbfounded,7
ash,37
clap,5
hands,285
sent,270
wandered,13
sleptin,5
disastrous,57
dralucs,5
destroyed,156
fragile,42
move,263
pet,87
armadillo,5
john,24
quite,292
fending,61
ronalds,5
editor,28
lesser,9
plaguing,33
hunterswritten,5
labyrinth,19
expansive,10
clusters,4
colonies,52
surface,180
distant,184
memoryeven,4
fantasy,198
experienced,125
wondersmaking,4
humanity,464
survives,27
colonys,4
specialized,81
workers,56
mine,48
precious,168
fuel,7
markers,4
labyrinths,16
lush,4
eases,4
navigation,4
existencecreatures,4
sizes,18
range,28
enormous,51
large,246
increasing,38
levelmemenpu,4
nineyearold,12
inventions,49
greatly,51
benefitted,4
colony,30
dreaming,59
ceiling,7
bound,92
bedrock,4
desire,358
marker,4
vast,123
search,615
fantastical,43
gagumbers,4
vehement,4
disagreement,6
incident,375
jumpstarts,4
surely,36
alter,113
course,241
foreverwritten,37
bartolomeo,1
otama,1
hat,31
crews,23
wano,5
tells,336
fierce,132
kaidosource,1
chibistyled,3
photo,16
studio,147
modeled,7
san,54
francisco,3
1980s,7
transformed,86
muteking,3
reason,328
cheerful,203
2020,70
scifi,12
dancing,105
singing,122
musicsource,13
website,175
kiyo,22
sumire,38
kyoto,88
aomori,28
prefecture,131
maiko,27
livein,21
cook,92
unfolds,53
kagai,21
geiko,21
district,144
housemate,21
maikos,21
nourishes,21
homecooked,30
onceinacentury,21
maikostep,21
warm,131
your,312
anecdotes,25
kiyos,21
tuned,21
touching,40
tale,199
lifting,25
togethersource,49
nhk,88
japan,969
listed,13
55,12
cash,34
mangasource,18
jockey,2
hisuian,6
voltorb,2
friendly,148
personalitybut,2
shocks,12
nearby,200
carried,30
awaysource,11
shouji,3
li,77
de,81
huanxiong,3
xiao,106
zhen,10
ashuai,12
music,1405
hatsune,61
miku,70
hokkaido,27
north,37
ninth,68
washimo,80
added,42
scenessource,13
katsuko,3
yoshida,49
cousin,72
eagle,79
talons,7
yoshidakun,3
employee,32
kemonomichi,3
electronics,6
general,133
section,42
educates,3
poorly,18
misunderstandings,24
sustainable,7
goals,82
united,128
nationsbacked,3
nations,146
attain,72
futuresource,18
kamimine,8
located,65
eastern,49
saga,181
associated,14
commander,180
minamoto,17
tametomo,8
yoshitsune,8
east,50
westhere,8
hachirou,12
chinzei,8
50000,9
behinda,8
bows,9
rough,34
temper,19
warmth,38
humanitysource,20
ig,26
unraveling,46
opening,208
closing,96
doors,48
defusing,7
packages,34
commonly,77
bombs,28
dull,78
hololive,15
holo,11
graffiti,7
virtual,208
youtubers,9
going,525
detailing,12
mishapswritten,7
adapted,49
perspectiveskakushi,4
gotou,14
somewhat,59
works,336
inappropriate,9
content,113
raunchiness,9
hime,31
born,398
vowed,21
believing,134
disillusioned,9
outthis,4
paranoiainduced,9
belief,117
kakushi,12
hectic,48
resorts,19
guising,9
salaryman,29
holding,93
emergency,43
drills,11
workplacekakushigoto,9
maintaining,52
preserve,58
quo,20
saying,41
granted,116
upwritten,9
kobayashisan,5
chi,98
ss,1
broadcast,89
period,210
5,88
bddvd,131
extras,1
nation,103
tempest,71
festive,7
mood,25
successfully,184
overcoming,31
falmuth,7
western,81
holy,244
beyond,247
festivities,17
aftermath,56
milim,7
navas,7
behavior,124
carrionthe,7
piling,7
uprimuru,7
awakened,41
offensive,42
clayman,7
fully,85
revived,87
veldora,21
raphael,7
comrades,252
ruler,108
confident,110
stringswritten,7
yuzaki,6
brand,153
smartphone,63
gift,77
nasa,6
delighted,13
adding,36
contacts,6
mastering,24
arts,169
stickersending,3
joy,117
shortlived,140
calls,118
dismayed,3
nightfaced,3
marriage,56
phone,62
distance,48
separates,26
loneliness,42
threatens,155
pull,31
minato,41
aqua,41
hoshou,3
marine,50
gawr,5
gura,5
ninomae,3
inanis,3
collab,5
contract,89
agreed,8
misumi,17
deity,83
deems,12
hideous,7
lay,25
revokes,5
heroic,57
disdainfully,5
languages,21
except,25
language,37
compensation,5
drives,52
farthest,5
edges,5
wasteland,16
civilizationdue,5
disparity,8
makotos,15
inherent,17
physical,128
capabilities,44
awaken,133
demihumans,16
mythical,89
characteristics,22
coexistnevertheless,5
success,192
yearns,43
barred,5
interacting,15
companions,136
desireand,5
reform,19
waywritten,108
1315,3
hetalia,20
worldstars,3
javelin,12
z23,4
laffey,12
ayanami,22
sirius,8
upcoming,182
dakota,4
massachusetts,4
piano,42
shiki,46
machines,67
granbell,12
longabandoned,12
amusement,27
rebecca,25
bluegarden,12
feline,39
companion,137
granbells,12
visitors,44
videos,119
bcube,12
socially,53
shikiwhen,12
cosmos,24
elusive,49
spurred,20
grandfather,154
reach,503
boundless,29
reaches,207
friendswritten,112
elegant,24
frail,12
flower,34
petals,12
wither,4
lifeless,8
ashes,47
duke,33
tragically,24
despicable,8
himthe,4
touches,27
scorned,30
near,187
isolation,12
entirely,94
manors,4
staffhis,4
dutiful,4
rob,15
flirtatious,7
alicekeep,4
less,125
miserableas,4
dukes,4
alice,92
continued,69
frustration,57
limits,70
therefore,26
sake,118
alices,8
wellfor,4
painfully,20
touch,99
loved,106
onewritten,7
catarina,8
claes,8
struggled,26
smile,75
catarinas,8
melt,9
lonesome,19
darkness,188
tirelessly,28
selfsustainable,2
neet,31
kinji,2
ninomiya,5
achieved,23
looking,257
folk,19
commuting,6
typhoon,10
penthouse,2
buildings,16
slothful,2
hard,329
waste,88
nowhereteleported,2
mining,16
focuses,173
solely,21
whatsoever,15
wellbeing,8
devising,2
connections,18
stringent,2
restraints,2
financial,33
freedom,136
mama,27
crew,344
miserable,10
prepares,108
facades,6
amicable,8
exteriors,11
educate,21
innocent,204
preschoolers,7
uramichi,6
omota,6
gymnast,11
revealing,112
depressing,8
adulthood,16
rolling,7
camerasbehind,6
uramichis,6
muchdesired,6
disturbed,45
bothersome,16
juniors,10
mascots,10
singers,15
utano,6
married,28
iketeru,6
daga,8
crass,10
sense,207
humor,78
smoking,16
exercising,7
nihilistic,14
outbursts,6
brother,396
notsomoral,6
lessonswritten,6
fire,118
emblem,8
playhouse,3
consists,96
theater,72
performancefire,3
book,268
ii,68
playhousethe,3
ice,102
nifl,3
currently,66
flame,44
múspell,3
ruled,95
tyrannical,35
surtr,3
equipped,72
lance,3
leiptr,3
aided,47
askrs,3
summoner,18
fjormnifls,3
princessaims,3
conflict,306
nonetheless,45
serious,52
reenact,5
provide,156
comical,38
fjorm,3
retold,3
laughter,50
audiencefire,3
holiday,25
playhouseafter,3
failing,110
alfonse,3
veronicaa,3
princess,423
emblian,3
empireis,3
dispirited,3
add,59
misery,16
tomes,3
battlefield,102
loyal,115
xander,3
cheering,5
failure,33
veronica,3
scheme,53
alphonse,3
christmas,102
chibistyle,3
shiguang,3
dailiren,3
volumes,394
assault,55
lily,31
franchise,231
naoya,10
mukai,5
saki,35
confessions,5
ensuring,23
strong,565
spares,10
showering,5
girlfriendhowever,5
afternoon,27
nagisa,61
minase,6
preparation,19
politely,5
nagisas,5
determination,188
attract,33
proposing,7
ideato,5
ultimately,255
wacky,27
unusual,164
kimihiko,4
kimizuka,4
entangled,39
crimes,78
times,260
remember,173
referring,15
magnet,4
kidnaps,4
forcing,95
board,55
flightwhere,4
hijacking,4
amid,66
resulting,84
beauty,135
codename,17
siesta,4
saves,131
dayclaiming,4
enlists,89
sidekick,35
refuses,170
siestas,4
insistence,4
hermarking,4
spanning,11
preventing,23
could,622
spell,81
doom,28
wayunfortunately,4
unpredictable,21
abruptly,88
passes,97
distraught,21
leave,286
influence,114
truly,184
diewritten,4
heibai,2
wushuang,2
ofmeichuxi,5
yinyangshi,10
yijia,10
agent,97
backkom,8
